DVD_Bluray_Comb,year,date,rank,previous_rank,name,units_this_week,change,total_unites,spending_this_week,total_spending,weeks
dvd,2009,22-Feb,17,18,WALL-E,"67,886",-14%,"8,151,757","$1,044,413 ","$128,424,325 ",14
dvd,2009,22-Feb,18,7,W.,"67,088",-53%,"210,601","$1,331,026 ","$4,178,324 ",2
dvd,2009,22-Feb,19,4,Soul Men,"62,574",-71%,"277,204","$1,249,603 ","$5,535,764 ",2
dvd,2009,22-Feb,20,-,Hancock,"60,221",1366%,"4,899,061","$1,072,807 ","$84,064,714 ",13
dvd,2009,22-Feb,21,15,Pineapple Express,"58,839",-36%,"2,149,922","$1,032,571 ","$37,160,947 ",7
dvd,2009,22-Feb,22,9,The Secret Life of Bees,"58,372",-58%,"643,394","$1,067,040 ","$11,575,746 ",3
dvd,2009,22-Feb,23,17,Lakeview Terrace,"52,301",-35%,"824,713","$888,594 ","$13,791,033 ",4
dvd,2009,22-Feb,24,12,Nick and Norah's Infinite Playlist,"50,979",-48%,"368,324","$866,133 ","$6,257,825 ",3
dvd,2009,22-Feb,25,21,Mamma Mia!,"49,675",-35%,"5,670,488","$917,164 ","$120,486,816 ",10
dvd,2009,22-Feb,26,23,Max Payne,"46,075",-32%,"1,014,949","$710,122 ","$19,258,354 ",5
dvd,2009,22-Feb,27,27,My Best Friend's Girl,"43,812",-18%,"634,988","$876,621 ","$13,255,688 ",6
dvd,2009,22-Feb,28,24,Saw V,"42,962",-35%,"947,560","$649,005 ","$19,141,355 ",5
dvd,2009,22-Feb,29,-,Mary Poppins,"40,821",65%,"259,364","$734,370 ","$4,048,880 ",570
dvd,2009,22-Feb,30,26,Pride and Glory,"39,848",-36%,"431,158","$774,247 ","$8,192,104 ",4
dvd,2009,1-Mar,1,1,High School Musical 3: Senior Year,"543,235",-65%,"2,099,811","$9,588,098 ","$37,061,664 ",2
dvd,2009,1-Mar,2,2,Madagascar: Escape 2 Africa,"403,297",-15%,"4,385,383","$6,387,821 ","$71,248,479 ",4
dvd,2009,1-Mar,3,3,Body of Lies,"241,522",-41%,"647,633","$4,869,011 ","$12,114,031 ",2
dvd,2009,1-Mar,4,17,WALL-E,"211,043",211%,"8,362,800","$3,274,353 ","$131,698,678 ",15
dvd,2009,1-Mar,5,10,The Dark Knight,"203,384",104%,"12,428,048","$3,266,713 ","$215,653,802 ",12
dvd,2009,1-Mar,6,4,Changeling,"182,418",-37%,"473,342","$3,011,721 ","$7,814,876 ",2
dvd,2009,1-Mar,7,25,Mamma Mia!,"177,894",258%,"5,848,382","$3,056,397 ","$123,543,213 ",11
dvd,2009,1-Mar,8,15,Horton Hears a Who!,"156,931",125%,"4,073,690","$2,364,746 ","$68,306,487 ",12
dvd,2009,1-Mar,9,-,Kung Fu Panda,"129,732",4837%,"8,016,719","$2,105,291 ","$123,470,608 ",17
dvd,2009,1-Mar,10,5,Quarantine,"116,958",-49%,"346,242","$2,337,990 ","$6,916,792 ",2
dvd,2009,1-Mar,11,7,Space Buddies,"116,361",-20%,"1,637,332","$1,744,251 ","$24,543,607 ",4
dvd,2009,1-Mar,12,new,Sex Drive,"115,600",,"115,600","$2,314,312 ","$2,314,312 ",1
dvd,2009,1-Mar,13,8,Fireproof,"105,985",-1%,"1,201,841","$1,853,678 ","$20,705,022 ",5
dvd,2009,1-Mar,14,23,Lakeview Terrace,"102,842",97%,"927,555","$1,747,286 ","$15,538,318 ",5
dvd,2009,1-Mar,15,new,"Haunting of Molly Hartley, The","99,086",,"99,086","$1,782,557 ","$1,782,557 ",1
dvd,2009,1-Mar,16,11,Zack and Miri Make a Porno,"87,569",-6%,"777,833","$1,437,883 ","$13,979,851 ",4
dvd,2009,1-Mar,17,-,Sex and the City - The Movie,"86,361",6038%,"3,853,968","$1,361,067 ","$77,987,888 ",23
dvd,2009,1-Mar,18,22,The Secret Life of Bees,"86,135",48%,"729,529","$1,365,240 ","$12,940,985 ",4
dvd,2009,1-Mar,19,26,Max Payne,"85,791",86%,"1,100,740","$1,305,936 ","$20,564,291 ",6
dvd,2009,1-Mar,20,new,Futurama - Into the Wild Green Yonder,"83,387",,"83,387","$1,600,197 ","$1,600,197 ",1
dvd,2009,1-Mar,21,6,Nights in Rodanthe,"76,053",-49%,"746,547","$1,292,140 ","$12,433,649 ",3
dvd,2009,1-Mar,22,14,Open Season 2,"74,314",2%,"1,048,531","$1,299,752 ","$20,553,801 ",5
dvd,2009,1-Mar,23,9,Religulous,"73,282",-27%,"173,059","$1,464,907 ","$3,459,449 ",2
dvd,2009,1-Mar,24,-,Indiana Jones and the Kingdom of the Crystal Skull,"68,927",349%,"5,703,818","$1,194,932 ","$109,878,311 ",20
dvd,2009,1-Mar,25,-,Enchanted,"68,350",18626%,"5,398,876","$999,462 ","$87,422,164 ",50
dvd,2009,1-Mar,26,13,Tyler Perry's The Family That Preys,"67,615",-7%,"1,076,390","$1,216,394 ","$21,958,985 ",7
dvd,2009,1-Mar,27,12,Still Waiting...,"65,786",-13%,"141,747","$929,319 ","$1,998,782 ",2
dvd,2009,1-Mar,28,21,Pineapple Express,"64,373",9%,"2,214,295","$1,122,060 ","$38,283,007 ",8
dvd,2009,1-Mar,29,-,Get Smart,"61,440",4936%,"2,040,535","$670,095 ","$33,839,010 ",17
dvd,2009,1-Mar,30,20,Hancock,"60,524",1%,"4,959,585","$1,010,769 ","$85,075,483 ",14
dvd,2009,8-Mar,1,new,Beverly Hills Chihuahua,"1,556,576",,"1,556,576","$27,473,566 ","$27,473,566 ",1
dvd,2009,8-Mar,2,new,Australia,"728,789",,"728,789","$12,382,125 ","$12,382,125 ",1
dvd,2009,8-Mar,3,1,High School Musical 3: Senior Year,"207,180",-62%,"2,306,991","$3,891,441 ","$40,953,105 ",3
dvd,2009,8-Mar,4,2,Madagascar: Escape 2 Africa,"154,879",-62%,"4,540,262","$2,978,199 ","$74,226,678 ",5
dvd,2009,8-Mar,5,new,Wonder Woman 2009,"102,890",,"102,890","$1,974,459 ","$1,974,459 ",1
dvd,2009,8-Mar,6,3,Body of Lies,"94,951",-61%,"742,584","$1,904,518 ","$14,018,549 ",3
dvd,2009,8-Mar,7,6,Changeling,"84,678",-54%,"558,020","$1,438,679 ","$9,253,556 ",3
dvd,2009,8-Mar,8,5,The Dark Knight,"83,993",-59%,"12,512,041","$1,407,227 ","$217,061,029 ",13
dvd,2009,8-Mar,9,-,I am Legend,"74,305",36%,"7,189,979","$1,296,496 ","$128,693,560 ",51
dvd,2009,8-Mar,10,-,Air Bud,"69,268",,"69,268","$1,222,580 ","$1,222,580 ",579
dvd,2009,8-Mar,11,11,Space Buddies,"62,730",-46%,"1,700,062","$940,323 ","$25,483,929 ",5
dvd,2009,8-Mar,12,13,Fireproof,"62,574",-41%,"1,264,415","$1,094,419 ","$21,799,441 ",6
dvd,2009,8-Mar,13,14,Lakeview Terrace,"59,486",-42%,"987,041","$1,010,667 ","$16,548,985 ",6
dvd,2009,8-Mar,14,15,"Haunting of Molly Hartley, The","57,749",-42%,"156,835","$1,154,403 ","$2,936,960 ",2
dvd,2009,8-Mar,15,new,Watchmen: The Complete Motion Comic,"56,348",,"56,348","$1,128,087 ","$1,128,087 ",1
dvd,2009,8-Mar,16,30,Hancock,"54,865",-9%,"5,014,450","$1,035,034 ","$86,110,516 ",15
dvd,2009,8-Mar,17,21,Nights in Rodanthe,"54,791",-28%,"801,338","$1,095,272 ","$13,528,921 ",4
dvd,2009,8-Mar,18,4,WALL-E,"54,282",-74%,"8,417,082","$878,543 ","$132,577,222 ",16
dvd,2009,8-Mar,19,16,Zack and Miri Make a Porno,"53,235",-39%,"831,068","$1,064,168 ","$15,044,019 ",5
dvd,2009,8-Mar,20,12,Sex Drive,"50,900",-56%,"166,500","$1,017,491 ","$3,331,803 ",2
dvd,2009,8-Mar,21,10,Quarantine,"48,565",-58%,"394,807","$953,331 ","$7,870,123 ",3
dvd,2009,8-Mar,22,22,Open Season 2,"46,075",-38%,"1,094,606","$805,852 ","$21,359,653 ",6
dvd,2009,8-Mar,23,28,Pineapple Express,"45,763",-29%,"2,260,058","$800,253 ","$39,083,260 ",9
dvd,2009,8-Mar,24,26,Tyler Perry's The Family That Preys,"45,468",-33%,"1,121,858","$817,969 ","$22,776,954 ",8
dvd,2009,8-Mar,25,20,Futurama - Into the Wild Green Yonder,"44,207",-47%,"127,594","$839,491 ","$2,439,687 ",2
dvd,2009,8-Mar,26,23,Religulous,"41,872",-43%,"214,931","$837,021 ","$4,296,471 ",3
dvd,2009,8-Mar,27,new,In the Electric Mist,"40,471",,"40,471","$809,015 ","$809,015 ",1
dvd,2009,8-Mar,28,-,Mary Poppins,"33,565",-8%,"329,558","$619,113 ","$5,335,256 ",572
dvd,2009,8-Mar,29,18,The Secret Life of Bees,"32,377",-62%,"761,906","$582,462 ","$13,523,448 ",5
dvd,2009,8-Mar,30,-,Miracle at St. Anna,"31,827",-47%,"304,129","$572,568 ","$5,471,281 ",4
dvd,2009,15-Mar,1,-,Pinocchio,"1,358,087",,"1,358,087","$23,073,898 ","$23,073,898 ",490
dvd,2009,15-Mar,2,new,Role Models,"1,028,207",,"1,028,207","$17,469,237 ","$17,469,237 ",1
dvd,2009,15-Mar,3,new,Transporter 3,"607,608",,"607,608","$10,930,868 ","$10,930,868 ",1
dvd,2009,15-Mar,4,1,Beverly Hills Chihuahua,"540,926",-65%,"2,097,502","$9,547,344 ","$37,020,910 ",2
dvd,2009,15-Mar,5,new,Milk,"249,209",,"249,209","$4,483,270 ","$4,483,270 ",1
dvd,2009,15-Mar,6,2,Australia,"245,406",-66%,"974,195","$4,169,448 ","$16,551,573 ",2
dvd,2009,15-Mar,7,4,Madagascar: Escape 2 Africa,"157,402",2%,"4,697,664","$2,774,478 ","$77,001,156 ",6
dvd,2009,15-Mar,8,new,"Boy in the Striped Pajamas, The","147,624",,"147,624","$2,951,004 ","$2,951,004 ",1
dvd,2009,15-Mar,9,3,High School Musical 3: Senior Year,"145,723",-30%,"2,452,714","$2,722,645 ","$43,675,750 ",4
dvd,2009,15-Mar,10,new,Cadillac Records,"126,438",,"126,438","$2,473,127 ","$2,473,127 ",1
dvd,2009,15-Mar,11,new,Rachel Getting Married,"126,302",,"126,302","$2,524,777 ","$2,524,777 ",1
dvd,2009,15-Mar,12,new,South Park - The Complete Twelfth Season,"106,202",,"106,202","$3,291,200 ","$3,291,200 ",1
dvd,2009,15-Mar,13,6,Body of Lies,"64,102",-32%,"806,686","$1,285,457 ","$15,304,006 ",4
dvd,2009,15-Mar,14,12,Fireproof,"55,138",-12%,"1,319,553","$964,364 ","$22,763,804 ",7
dvd,2009,15-Mar,15,7,Changeling,"55,003",-35%,"613,023","$934,501 ","$10,188,057 ",4
dvd,2009,15-Mar,16,11,Space Buddies,"50,928",-19%,"1,750,990","$807,209 ","$26,291,138 ",6
dvd,2009,15-Mar,17,18,WALL-E,"50,802",-6%,"8,467,884","$934,650 ","$133,511,872 ",17
dvd,2009,15-Mar,18,new,Let the Right One In,"48,755",,"48,755","$974,612 ","$974,612 ",1
dvd,2009,15-Mar,19,19,Zack and Miri Make a Porno,"47,940",-10%,"879,008","$958,321 ","$16,002,340 ",6
dvd,2009,15-Mar,20,8,The Dark Knight,"46,576",-45%,"12,558,617","$883,030 ","$217,944,059 ",14
dvd,2009,15-Mar,21,14,"Haunting of Molly Hartley, The","44,953",-22%,"201,788","$898,610 ","$3,835,570 ",3
dvd,2009,15-Mar,22,23,Pineapple Express,"43,866",-4%,"2,303,924","$766,694 ","$39,849,954 ",10
dvd,2009,15-Mar,23,21,Quarantine,"42,138",-13%,"436,945","$736,994 ","$8,607,116 ",4
dvd,2009,15-Mar,24,-,Max Payne,"40,066",40%,"1,169,447","$653,260 ","$21,664,348 ",8
dvd,2009,15-Mar,25,5,Wonder Woman 2009,"40,064",-61%,"142,954","$768,828 ","$2,743,287 ",2
dvd,2009,15-Mar,26,20,Sex Drive,"37,496",-26%,"203,996","$749,545 ","$4,081,348 ",3
dvd,2009,15-Mar,27,29,The Secret Life of Bees,"35,728",10%,"797,634","$642,747 ","$14,166,194 ",6
dvd,2009,15-Mar,28,13,Lakeview Terrace,"34,848",-41%,"1,021,889","$592,068 ","$17,141,053 ",7
dvd,2009,15-Mar,29,17,Nights in Rodanthe,"28,959",-47%,"830,297","$578,890 ","$14,107,811 ",5
dvd,2009,15-Mar,30,-,Soul Men,"28,685",2%,"380,021","$501,701 ","$7,546,882 ",5
dvd,2009,22-Mar,1,new,Twilight,"3,414,961",,"3,414,961","$61,366,849 ","$61,366,849 ",1
dvd,2009,22-Mar,2,1,Pinocchio,"356,283",-74%,"1,714,370","$6,053,248 ","$29,127,146 ",491
dvd,2009,22-Mar,3,new,Barbie Presents: Thumbelina,"275,661",,"275,661","$4,071,513 ","$4,071,513 ",1
dvd,2009,22-Mar,4,2,Role Models,"246,440",-76%,"1,274,647","$4,187,016 ","$21,656,253 ",2
dvd,2009,22-Mar,5,4,Beverly Hills Chihuahua,"198,209",-63%,"2,295,711","$3,169,362 ","$40,190,272 ",3
dvd,2009,22-Mar,6,new,The Punisher: War Zone,"190,111",,"190,111","$3,452,416 ","$3,452,416 ",1
dvd,2009,22-Mar,7,3,Transporter 3,"175,325",-71%,"782,933","$3,154,097 ","$14,084,965 ",2
dvd,2009,22-Mar,8,6,Australia,"103,153",-58%,"1,077,348","$1,576,178 ","$18,127,751 ",3
dvd,2009,22-Mar,9,9,High School Musical 3: Senior Year,"85,902",-41%,"2,538,616","$1,612,080 ","$45,287,830 ",5
dvd,2009,22-Mar,10,7,Madagascar: Escape 2 Africa,"83,086",-47%,"4,780,750","$1,352,623 ","$78,353,780 ",7
dvd,2009,22-Mar,11,5,Milk,"68,299",-73%,"317,508","$1,228,699 ","$5,711,969 ",2
dvd,2009,22-Mar,12,8,"Boy in the Striped Pajamas, The","55,273",-63%,"202,897","$1,104,907 ","$4,055,911 ",2
dvd,2009,22-Mar,13,new,Bolt,"54,569",,"54,569","$955,503 ","$955,503 ",1
dvd,2009,22-Mar,14,-,Stuart Little,"42,599",,"42,599","$361,666 ","$361,666 ",466
dvd,2009,22-Mar,15,10,Cadillac Records,"41,543",-67%,"167,981","$705,816 ","$3,178,943 ",2
dvd,2009,22-Mar,16,11,Rachel Getting Married,"41,191",-67%,"167,493","$823,408 ","$3,348,185 ",2
dvd,2009,22-Mar,17,14,Fireproof,"40,135",-27%,"1,359,688","$701,961 ","$23,465,766 ",8
dvd,2009,22-Mar,18,21,"Haunting of Molly Hartley, The","39,116",-13%,"240,904","$781,929 ","$4,617,499 ",4
dvd,2009,22-Mar,19,new,JAG - The Eighth Season,"39,078",,"39,078","$1,551,787 ","$1,551,787 ",1
dvd,2009,22-Mar,20,-,"Adventures of Elmo in Grouchland, The","38,374",,"38,374",$0 ,$0 ,483
dvd,2009,22-Mar,21,12,South Park - The Complete Twelfth Season,"37,670",-65%,"143,872","$1,167,393 ","$4,458,593 ",2
dvd,2009,22-Mar,22,13,Body of Lies,"35,206",-45%,"841,892","$710,348 ","$16,014,354 ",5
dvd,2009,22-Mar,23,17,WALL-E,"33,847",-33%,"8,501,731","$621,113 ","$134,132,985 ",18
dvd,2009,22-Mar,24,19,Zack and Miri Make a Porno,"33,121",-31%,"912,129","$662,089 ","$16,664,428 ",7
dvd,2009,22-Mar,25,23,Quarantine,"33,102",-21%,"470,047","$661,709 ","$9,268,825 ",5
dvd,2009,22-Mar,26,24,Max Payne,"31,473",-21%,"1,200,920","$511,918 ","$22,176,265 ",9
dvd,2009,22-Mar,27,20,The Dark Knight,"31,104",-33%,"12,589,721","$593,452 ","$218,537,511 ",15
dvd,2009,22-Mar,28,28,Lakeview Terrace,"29,221",-16%,"1,051,110","$496,465 ","$17,637,518 ",8
dvd,2009,22-Mar,29,-,Eagle Eye,"28,517",331%,"2,024,037","$559,991 ","$35,457,631 ",13
dvd,2009,22-Mar,30,16,Space Buddies,"27,300",-46%,"1,778,290","$436,527 ","$26,727,665 ",7
dvd,2009,29-Mar,1,1,Twilight,"2,340,819",-31%,"5,755,780","$42,064,517 ","$103,431,367 ",2
dvd,2009,29-Mar,2,13,Bolt,"1,406,181",2477%,"1,460,750","$24,622,229 ","$25,577,732 ",2
dvd,2009,29-Mar,3,new,Quantum of Solace,"1,192,370",,"1,192,370","$21,522,278 ","$21,522,278 ",1
dvd,2009,29-Mar,4,10,Madagascar: Escape 2 Africa,"165,547",99%,"4,946,297","$1,931,669 ","$80,285,448 ",8
dvd,2009,29-Mar,5,2,Pinocchio,"144,552",-59%,"1,858,922","$2,455,938 ","$31,583,085 ",492
dvd,2009,29-Mar,6,4,Role Models,"121,867",-51%,"1,396,514","$2,070,520 ","$23,726,773 ",3
dvd,2009,29-Mar,7,5,Beverly Hills Chihuahua,"117,282",-41%,"2,412,993","$1,875,339 ","$42,065,611 ",4
dvd,2009,29-Mar,8,3,Barbie Presents: Thumbelina,"102,079",-63%,"377,740","$1,507,707 ","$5,579,220 ",2
dvd,2009,29-Mar,9,7,Transporter 3,"83,739",-52%,"866,672","$1,454,555 ","$15,539,519 ",3
dvd,2009,29-Mar,10,9,High School Musical 3: Senior Year,"76,740",-11%,"2,615,356","$1,410,573 ","$46,698,403 ",6
dvd,2009,29-Mar,11,-,Lilo & Stitch,"75,051",,"75,051","$1,500,269 ","$1,500,269 ",330
dvd,2009,29-Mar,12,new,The Venture Bros.: Season Three,"74,086",,"74,086","$1,406,893 ","$1,406,893 ",1
dvd,2009,29-Mar,13,6,The Punisher: War Zone,"73,844",-61%,"263,955","$1,456,182 ","$4,908,597 ",2
dvd,2009,29-Mar,14,new,Star Wars: The Clone Wars - A Galaxy Divided,"68,535",,"68,535","$890,270 ","$890,270 ",1
dvd,2009,29-Mar,15,8,Australia,"61,296",-41%,"1,138,644","$1,041,419 ","$19,169,170 ",4
dvd,2009,29-Mar,16,-,Madagascar,"53,815",6299%,"2,445,028","$591,427 ","$40,072,306 ",176
dvd,2009,29-Mar,17,new,Secrets of the Furious Five,"52,125",,"52,125","$520,729 ","$520,729 ",1
dvd,2009,29-Mar,18,-,Kung Fu Panda,"47,519",2372%,"8,071,799","$529,034 ","$124,122,663 ",21
dvd,2009,29-Mar,19,21,South Park - The Complete Twelfth Season,"45,851",22%,"189,723","$1,420,922 ","$5,879,516 ",3
dvd,2009,29-Mar,20,11,Milk,"42,473",-38%,"359,981","$761,116 ","$6,473,085 ",3
dvd,2009,29-Mar,21,new,Watchmen: Tales of the Black Freighter and Under the Hood,"41,749",,"41,749","$818,698 ","$818,698 ",1
dvd,2009,29-Mar,22,22,Body of Lies,"38,899",10%,"880,791","$786,460 ","$16,800,814 ",6
dvd,2009,29-Mar,23,17,Fireproof,"37,680",-6%,"1,397,368","$659,023 ","$24,124,789 ",9
dvd,2009,29-Mar,24,new,Happily N'Ever After 2: Snow White,"36,198",,"36,198","$434,014 ","$434,014 ",1
dvd,2009,29-Mar,25,12,"Boy in the Striped Pajamas, The","32,578",-41%,"235,475","$661,008 ","$4,716,919 ",3
dvd,2009,29-Mar,26,15,Cadillac Records,"32,358",-22%,"200,339","$632,922 ","$3,811,865 ",3
dvd,2009,29-Mar,27,16,Rachel Getting Married,"30,421",-26%,"197,914","$608,116 ","$3,956,301 ",3
dvd,2009,29-Mar,28,18,"Haunting of Molly Hartley, The","28,125",-28%,"269,029","$562,219 ","$5,179,718 ",5
dvd,2009,29-Mar,29,-,Casino Royale,"25,677",25074%,"4,998,808","$309,030 ","$79,160,222 ",107
dvd,2009,29-Mar,30,25,Quarantine,"25,560",-23%,"495,607","$510,944 ","$9,779,770 ",6
dvd,2009,5-Apr,1,new,Marley and Me,"1,514,789",,"1,514,789","$28,038,744 ","$28,038,744 ",1
dvd,2009,5-Apr,2,new,Slumdog Millionaire,"836,618",,"836,618","$14,071,915 ","$14,071,915 ",1
dvd,2009,5-Apr,3,2,Bolt,"620,760",-56%,"2,081,510","$11,111,542 ","$36,689,274 ",3
dvd,2009,5-Apr,4,1,Twilight,"620,358",-73%,"6,376,138","$11,160,240 ","$114,591,607 ",3
dvd,2009,5-Apr,5,new,Seven Pounds,"502,607",,"502,607","$8,584,528 ","$8,584,528 ",1
dvd,2009,5-Apr,6,3,Quantum of Solace,"367,336",-69%,"1,559,706","$6,481,680 ","$28,003,959 ",2
dvd,2009,5-Apr,7,new,Bedtime Stories,"219,341",,"219,341","$3,748,033 ","$3,748,033 ",1
dvd,2009,5-Apr,8,4,Madagascar: Escape 2 Africa,"194,953",18%,"5,141,250","$1,853,867 ","$82,139,315 ",9
dvd,2009,5-Apr,9,7,Beverly Hills Chihuahua,"109,822",-6%,"2,522,815","$1,756,054 ","$43,821,665 ",5
dvd,2009,5-Apr,10,5,Pinocchio,"99,522",-31%,"1,958,444","$1,690,879 ","$33,273,964 ",493
dvd,2009,5-Apr,11,6,Role Models,"80,890",-34%,"1,477,404","$1,374,321 ","$25,101,094 ",4
dvd,2009,5-Apr,12,15,Australia,"73,619",20%,"1,212,263","$1,250,787 ","$20,419,957 ",5
dvd,2009,5-Apr,13,10,High School Musical 3: Senior Year,"70,438",-8%,"2,685,794","$1,302,279 ","$48,000,682 ",7
dvd,2009,5-Apr,14,9,Transporter 3,"55,138",-34%,"921,810","$956,567 ","$16,496,087 ",4
dvd,2009,5-Apr,15,-,Eagle Eye,"54,381",1261%,"2,082,415","$1,038,786 ","$36,574,941 ",15
dvd,2009,5-Apr,16,8,Barbie Presents: Thumbelina,"54,229",-47%,"431,969","$650,206 ","$6,229,426 ",3
dvd,2009,5-Apr,17,18,Kung Fu Panda,"51,574",9%,"8,123,373","$482,619 ","$124,605,282 ",22
dvd,2009,5-Apr,18,-,Stuart Little,"47,261",,"89,860","$401,246 ","$762,911 ",468
dvd,2009,5-Apr,19,20,Milk,"45,444",7%,"405,425","$794,816 ","$7,267,901 ",4
dvd,2009,5-Apr,20,13,The Punisher: War Zone,"44,232",-40%,"308,187","$862,772 ","$5,771,369 ",3
dvd,2009,5-Apr,21,16,Madagascar,"41,505",-23%,"2,486,533","$456,140 ","$40,528,446 ",177
dvd,2009,5-Apr,22,23,Fireproof,"41,221",9%,"1,438,589","$720,955 ","$24,845,744 ",10
dvd,2009,5-Apr,23,new,Hannah Montana: Keeping it Real,"39,687",,"39,687","$555,221 ","$555,221 ",1
dvd,2009,5-Apr,24,26,Cadillac Records,"39,204",21%,"239,543","$783,688 ","$4,595,553 ",4
dvd,2009,5-Apr,25,19,South Park - The Complete Twelfth Season,"38,021",-17%,"227,744","$1,178,271 ","$7,057,787 ",4
dvd,2009,5-Apr,26,12,The Venture Bros.: Season Three,"36,506",-51%,"110,592","$693,249 ","$2,100,142 ",2
dvd,2009,5-Apr,27,-,WALL-E,"35,878",591%,"8,542,798","$653,033 ","$134,880,684 ",20
dvd,2009,5-Apr,28,22,Body of Lies,"31,140",-20%,"911,931","$628,094 ","$17,428,907 ",7
dvd,2009,5-Apr,29,14,Star Wars: The Clone Wars - A Galaxy Divided,"29,993",-56%,"98,528","$389,609 ","$1,279,879 ",2
dvd,2009,5-Apr,30,-,Space Buddies,"28,477",21%,"1,830,257","$455,347 ","$27,558,618 ",9
dvd,2009,12-Apr,1,7,Bedtime Stories,"1,546,129",605%,"1,765,470","$26,434,477 ","$30,182,510 ",2
dvd,2009,12-Apr,2,8,Madagascar: Escape 2 Africa,"1,322,714",578%,"6,463,964","$12,266,453 ","$94,405,768 ",10
dvd,2009,12-Apr,3,3,Bolt,"1,091,258",76%,"3,172,768","$19,823,029 ","$56,512,303 ",4
dvd,2009,12-Apr,4,new,The Day the Earth Stood Still (2009),"978,236",,"978,236","$16,223,457 ","$16,223,457 ",1
dvd,2009,12-Apr,5,1,Marley and Me,"896,910",-41%,"2,411,699","$15,536,365 ","$43,575,109 ",2
dvd,2009,12-Apr,6,new,The Tale of Despereaux,"749,409",,"749,409","$12,732,459 ","$12,732,459 ",1
dvd,2009,12-Apr,7,new,Yes Man,"610,721",,"610,721","$10,565,046 ","$10,565,046 ",1
dvd,2009,12-Apr,8,4,Twilight,"491,617",-21%,"6,867,755","$9,547,202 ","$124,138,809 ",4
dvd,2009,12-Apr,9,17,Kung Fu Panda,"478,419",828%,"8,601,792","$4,380,739 ","$128,986,021 ",23
dvd,2009,12-Apr,10,2,Slumdog Millionaire,"425,649",-49%,"1,262,267","$6,503,917 ","$20,575,831 ",2
dvd,2009,12-Apr,11,9,Beverly Hills Chihuahua,"384,677",250%,"2,907,492","$6,150,985 ","$49,972,650 ",6
dvd,2009,12-Apr,12,new,Doubt,"348,343",,"348,343","$6,165,671 ","$6,165,671 ",1
dvd,2009,12-Apr,13,21,Madagascar,"338,757",716%,"2,825,290","$3,722,939 ","$44,251,385 ",178
dvd,2009,12-Apr,14,10,Pinocchio,"333,345",235%,"2,291,789","$5,663,532 ","$38,937,495 ",494
dvd,2009,12-Apr,15,13,High School Musical 3: Senior Year,"320,049",354%,"3,005,843","$5,751,921 ","$53,752,603 ",8
dvd,2009,12-Apr,16,5,Seven Pounds,"254,184",-49%,"756,791","$4,318,586 ","$12,903,114 ",2
dvd,2009,12-Apr,17,new,Not Easily Broken,"241,660",,"241,660","$4,726,870 ","$4,726,870 ",1
dvd,2009,12-Apr,18,6,Quantum of Solace,"234,084",-36%,"1,793,790","$4,080,669 ","$32,084,628 ",3
dvd,2009,12-Apr,19,-,Bee Movie,"214,912",8227%,"4,941,295","$1,777,559 ","$77,439,477 ",57
dvd,2009,12-Apr,20,new,Tigger and Pooh and a Musical Too,"205,017",,"205,017","$3,893,273 ","$3,893,273 ",1
dvd,2009,12-Apr,21,-,Shrek the Third,"188,628",76891%,"11,667,811","$1,667,981 ","$174,233,400 ",74
dvd,2009,12-Apr,22,11,Role Models,"173,476",114%,"1,650,880","$2,947,357 ","$28,048,451 ",5
dvd,2009,12-Apr,23,new,Scooby-Doo and the Samurai Sword,"163,890",,"163,890","$2,292,821 ","$2,292,821 ",1
dvd,2009,12-Apr,24,27,WALL-E,"133,510",272%,"8,676,308","$2,161,153 ","$137,041,837 ",21
dvd,2009,12-Apr,25,12,Australia,"91,585",24%,"1,303,848","$1,556,029 ","$21,975,986 ",6
dvd,2009,12-Apr,26,19,Milk,"55,292",22%,"460,717","$967,057 ","$8,234,958 ",5
dvd,2009,12-Apr,27,14,Transporter 3,"54,975",n/c,"976,785","$944,141 ","$17,440,227 ",5
dvd,2009,12-Apr,28,20,The Punisher: War Zone,"53,972",22%,"362,159","$1,060,911 ","$6,832,280 ",4
dvd,2009,12-Apr,29,18,Stuart Little,"47,930",1%,"137,790","$406,926 ","$1,169,837 ",469
dvd,2009,12-Apr,30,24,Cadillac Records,"42,378",8%,"281,921","$847,136 ","$5,442,690 ",5
dvd,2009,19-Apr,1,new,The Spirit,"334,298",,"334,298","$6,268,088 ","$6,268,088 ",1
dvd,2009,19-Apr,2,4,The Day the Earth Stood Still (2009),"292,678",-70%,"1,270,914","$5,179,493 ","$21,402,950 ",2
dvd,2009,19-Apr,3,8,Twilight,"287,303",-42%,"7,155,058","$5,372,566 ","$129,511,375 ",5
dvd,2009,19-Apr,4,1,Bedtime Stories,"280,209",-82%,"2,045,679","$4,788,940 ","$34,971,450 ",3
dvd,2009,19-Apr,5,5,Marley and Me,"269,378",-70%,"2,681,077","$4,628,857 ","$48,203,966 ",3
dvd,2009,19-Apr,6,7,Yes Man,"247,648",-59%,"858,369","$4,321,680 ","$14,886,726 ",2
dvd,2009,19-Apr,7,new,The Reader,"234,376",,"234,376","$4,542,207 ","$4,542,207 ",1
dvd,2009,19-Apr,8,3,Bolt,"194,328",-82%,"3,367,096","$3,515,899 ","$60,028,202 ",5
